scientific_name	genus	tribe	subfamily	family	superfamily	ITIS_id	hairy	spiny	leafroll	silktent	unpalatable	aposematic	social	aggregate 	iNat_taxon_link	notes
Acronicta afflicta	Acronicta		Acronictinae	Noctuidae	Noctuoidea	937590										
Acronicta americana	Acronicta		Acronictinae	Noctuidae	Noctuoidea	117343										
Acronicta clarescens	Acronicta		Acronictinae	Noctuidae	Noctuoidea	937599										
Acronicta dactylina	Acronicta		Acronictinae	Noctuidae	Noctuoidea	188664										
Acronicta funeralis	Acronicta		Acronictinae	Noctuidae	Noctuoidea	937608										
Acronicta hastulifera	Acronicta		Acronictinae	Noctuidae	Noctuoidea	937612										
Acronicta impleta	Acronicta		Acronictinae	Noctuidae	Noctuoidea	937614										
Acronicta impressa	Acronicta		Acronictinae	Noctuidae	Noctuoidea	188672										
Acronicta increta	Acronicta		Acronictinae	Noctuidae	Noctuoidea	937616										
Acronicta interrupta	Acronicta		Acronictinae	Noctuidae	Noctuoidea	937618										
Acronicta lepusculina	Acronicta		Acronictinae	Noctuidae	Noctuoidea	117344										
Acronicta lobeliae	Acronicta		Acronictinae	Noctuidae	Noctuoidea	937623										
Acronicta longa	Acronicta		Acronictinae	Noctuidae	Noctuoidea	188673										
Acronicta modica	Acronicta		Acronictinae	Noctuidae	Noctuoidea	937626										
Acronicta oblinita	Acronicta		Acronictinae	Noctuidae	Noctuoidea	117345										
Acronicta ovata	Acronicta		Acronictinae	Noctuidae	Noctuoidea	937630										
Acronicta retardata	Acronicta		Acronictinae	Noctuidae	Noctuoidea	937636										
Acronicta rubricoma	Acronicta		Acronictinae	Noctuidae	Noctuoidea	937637										
Acronicta superans	Acronicta		Acronictinae	Noctuidae	Noctuoidea	188669										
Cerma cerintha	Cerma		Acronictinae	Noctuidae	Noctuoidea	938169										
Cerma cora	Cerma		Acronictinae	Noctuidae	Noctuoidea	938170										
Harrisimemna trisignata	Harrisimemna		Acronictinae	Noctuidae	Noctuoidea	117494										
Alypia octomaculata	Alypia		Agaristinae	Noctuidae	Noctuoidea	117359										
Eudryas grata	Eudryas		Agaristinae	Noctuidae	Noctuoidea	938606										
Eudryas unio	Eudryas		Agaristinae	Noctuidae	Noctuoidea	938607										
Agaristinae	NA		Agaristinae	Noctuidae	Noctuoidea	693987										
Psychomorpha epimenis	Psychomorpha		Agaristinae	Noctuidae	Noctuoidea	940072										
Xerociris wilsonii	Xerociris		Agaristinae	Noctuidae	Noctuoidea	940690										
Amphipyra pyramidoides	Amphipyra		Amphipyrinae	Noctuidae	Noctuoidea	188954										
Basilodes	Basilodes		Amphipyrinae	Noctuidae	Noctuoidea	937072										
Basilodes chrysopis	Basilodes		Amphipyrinae	Noctuidae	Noctuoidea	937977										
Basilodes pepita	Basilodes		Amphipyrinae	Noctuidae	Noctuoidea	937978										
Crambodes talidiformis	Crambodes		Condicinae	Noctuidae	Noctuoidea	938322										
Cucullia	Cucullia		Cuculliinae	Noctuidae	Noctuoidea	188870										
Cucullia asteroides	Cucullia		Cuculliinae	Noctuidae	Noctuoidea	188873										
Cucullia convexipennis	Cucullia		Cuculliinae	Noctuidae	Noctuoidea	938352										
Cucullia florea	Cucullia		Cuculliinae	Noctuidae	Noctuoidea	188872										
Cucullia intermedia	Cucullia		Cuculliinae	Noctuidae	Noctuoidea	188871										
Callopistria	Callopistria		Eriopinae	Noctuidae	Noctuoidea	117379										
Helicoverpa zea	Helicoverpa		Heliothinae	Noctuidae	Noctuoidea	117398										
Heliothinae	NA		Heliothinae	Noctuidae	Noctuoidea	694054										
Pyrrhia exprimens	Pyrrhia		Heliothinae	Noctuidae	Noctuoidea	188974										
Schinia florida	Schinia		Heliothinae	Noctuidae	Noctuoidea	940185										
Schinia nundina	Schinia		Heliothinae	Noctuidae	Noctuoidea	940219										
Noctuidae	NA		NA	Noctuidae	Noctuoidea	117318										
Anicla illapsa	Anicla		Noctuinae	Noctuidae	Noctuoidea	937764										
Anicla infecta	Anicla		Noctuinae	Noctuidae	Noctuoidea	937765										
Cosmia calami	Cosmia		Noctuinae	Noctuidae	Noctuoidea	938303										
Elaphria festivoides	Elaphria		Noctuinae	Noctuidae	Noctuoidea	188967										
Himella fidelis	Himella		Noctuinae	Noctuidae	Noctuoidea	939025										
Lithophane	Lithophane		Noctuinae	Noctuidae	Noctuoidea	117408										
Lithophane antennata	Lithophane		Noctuinae	Noctuidae	Noctuoidea	117409										
Lithophane oriunda	Lithophane		Noctuinae	Noctuidae	Noctuoidea	939383										
Melanchra adjuncta	Melanchra		Noctuinae	Noctuidae	Noctuoidea	939479										
Melanchra assimilis	Melanchra		Noctuinae	Noctuidae	Noctuoidea	939480										
Morrisonia confusa	Morrisonia		Noctuinae	Noctuidae	Noctuoidea	939549										
Mythimna unipuncta	Mythimna		Noctuinae	Noctuidae	Noctuoidea	939565										
Eriopygini	NA		Noctuinae	Noctuidae	Noctuoidea	694225										
Noctuinae	NA		Noctuinae	Noctuidae	Noctuoidea	694085										
Noctuini	NA		Noctuinae	Noctuidae	Noctuoidea	694280										
Xylenini	NA		Noctuinae	Noctuidae	Noctuoidea	694348										
Nephelodes minians	Nephelodes		Noctuinae	Noctuidae	Noctuoidea	117421										
Noctua	Noctua		Noctuinae	Noctuidae	Noctuoidea	771324										
Noctua pronuba	Noctua		Noctuinae	Noctuidae	Noctuoidea	771401										
Orthosia hibisci	Orthosia		Noctuinae	Noctuidae	Noctuoidea	188859										
Orthosia rubescens	Orthosia		Noctuinae	Noctuidae	Noctuoidea	939705										
Papaipema sulphurata	Papaipema		Noctuinae	Noctuidae	Noctuoidea	939798										
Phosphila miselioides	Phosphila		Noctuinae	Noctuidae	Noctuoidea	939849										
Phosphila turbulenta	Phosphila		Noctuinae	Noctuidae	Noctuoidea	939850										
Protolampra brunneicollis	Protolampra		Noctuinae	Noctuidae	Noctuoidea	771416										
Pyreferra	Pyreferra		Noctuinae	Noctuidae	Noctuoidea	937471										
Spodoptera	Spodoptera		Noctuinae	Noctuidae	Noctuoidea	117468										
Spodoptera dolichos	Spodoptera		Noctuinae	Noctuidae	Noctuoidea	940321										
Spodoptera eridania	Spodoptera		Noctuinae	Noctuidae	Noctuoidea	117469										
Spodoptera frugiperda	Spodoptera		Noctuinae	Noctuidae	Noctuoidea	117472										
Spodoptera ornithogalli	Spodoptera		Noctuinae	Noctuidae	Noctuoidea	117474										
Trichordestra legitima	Trichordestra		Noctuinae	Noctuidae	Noctuoidea	117481										
Xanthopastis	Xanthopastis		Noctuinae	Noctuidae	Noctuoidea	937536										
Xanthopastis regnatrix	Xanthopastis		Noctuinae	Noctuidae	Noctuoidea	941100										
Xestia	Xestia		Noctuinae	Noctuidae	Noctuoidea	771332										
Calophasia lunula	Calophasia		Oncocnemidinae	Noctuidae	Noctuoidea	938037										
Charadra deridens	Charadra		Pantheinae	Noctuidae	Noctuoidea	938182										
Panthea furcilla	Panthea		Pantheinae	Noctuidae	Noctuoidea	939752										
Autographa precationis	Autographa		Plusiinae	Noctuidae	Noctuoidea	937936										
Plusiinae	NA		Plusiinae	Noctuidae	Noctuoidea	694104										
Trichoplusia ni	Trichoplusia		Plusiinae	Noctuidae	Noctuoidea	117479										
Heterocampa	Heterocampa		Heterocampinae	Notodontidae	Noctuoidea	117516										
Heterocampa biundata	Heterocampa		Heterocampinae	Notodontidae	Noctuoidea	936789										
Heterocampa guttivitta	Heterocampa		Heterocampinae	Notodontidae	Noctuoidea	117517										
Lochmaeus	Lochmaeus		Heterocampinae	Notodontidae	Noctuoidea	936717										
Lochmaeus bilineata	Lochmaeus		Heterocampinae	Notodontidae	Noctuoidea	936819										
Lochmaeus manteo	Lochmaeus		Heterocampinae	Notodontidae	Noctuoidea	936820										
Macrurocampa marthesia	Macrurocampa		Heterocampinae	Notodontidae	Noctuoidea	936822										
Misogada unicolor	Misogada		Heterocampinae	Notodontidae	Noctuoidea	936823										
Heterocampinae	NA		Heterocampinae	Notodontidae	Noctuoidea	694058										
Schizura concinna	Schizura		Heterocampinae	Notodontidae	Noctuoidea	117522										
Schizura errucata	Schizura		Heterocampinae	Notodontidae	Noctuoidea	936858										
Schizura unicornis	Schizura		Heterocampinae	Notodontidae	Noctuoidea	117523										
Notodontidae	NA		NA	Notodontidae	Noctuoidea	117511										
Furcula	Furcula		Notodontinae	Notodontidae	Noctuoidea	936710										
Furcula borealis	Furcula		Notodontinae	Notodontidae	Noctuoidea	936771										
Hyperaeschra georgica	Hyperaeschra		Notodontinae	Notodontidae	Noctuoidea	936810										
Symmerista	Symmerista		Nystaleinae	Notodontidae	Noctuoidea	117524										
Symmerista canicosta	Symmerista		Nystaleinae	Notodontidae	Noctuoidea	936861										
Symmerista leucitys	Symmerista		Nystaleinae	Notodontidae	Noctuoidea	117525										
Datana	Datana		Phalerinae	Notodontidae	Noctuoidea	117512										
Datana contracta	Datana		Phalerinae	Notodontidae	Noctuoidea	936758										
Datana drexelii	Datana		Phalerinae	Notodontidae	Noctuoidea	936760										
Datana integerrima	Datana		Phalerinae	Notodontidae	Noctuoidea	117513										
Datana major	Datana		Phalerinae	Notodontidae	Noctuoidea	117514										
Datana ministra	Datana		Phalerinae	Notodontidae	Noctuoidea	117515										
Ellida caniplaga	Ellida		Phalerinae	Notodontidae	Noctuoidea	936768										
Nadata gibbosa	Nadata		Phalerinae	Notodontidae	Noctuoidea	189053										
Peridea angulosa	Peridea		Phalerinae	Notodontidae	Noctuoidea	936845										
Clostera	Clostera		Pygaerinae	Notodontidae	Noctuoidea	936702										
Clostera inclusa	Clostera		Pygaerinae	Notodontidae	Noctuoidea	936748										
Lycaenidae	NA		NA	Lycaenidae	Papilionoidea	117236										
Celastrina neglectamajor	Celastrina		Polyommatinae	Lycaenidae	Papilionoidea	777898										
Atlides halesus	Atlides		Theclinae	Lycaenidae	Papilionoidea	777807										
Callophrys henrici	Callophrys		Theclinae	Lycaenidae	Papilionoidea	777852										
Callophrys niphon	Callophrys		Theclinae	Lycaenidae	Papilionoidea	188504										
Eumaeus toxea	Eumaeus		Theclinae	Lycaenidae	Papilionoidea	777805										
Eumaeini	NA		Theclinae	Lycaenidae	Papilionoidea	694230										
Theclinae	NA		Theclinae	Lycaenidae	Papilionoidea	694139										
Satyrium	Satyrium		Theclinae	Lycaenidae	Papilionoidea	777550										
Satyrium calanus	Satyrium		Theclinae	Lycaenidae	Papilionoidea	777819										
Satyrium edwardsii	Satyrium		Theclinae	Lycaenidae	Papilionoidea	777818										
Satyrium favonius ontario	Satyrium		Theclinae	Lycaenidae	Papilionoidea	778714										
Papilionoidea	NA		NA	NA	Papilionoidea	117235										
Asterocampa celtis	Asterocampa		Apaturinae	Nymphalidae	Papilionoidea	778004										
Asterocampa celtis celtis	Asterocampa		Apaturinae	Nymphalidae	Papilionoidea	779234										
Asterocampa clyton	Asterocampa		Apaturinae	Nymphalidae	Papilionoidea	778006										
Apaturinae	NA		Apaturinae	Nymphalidae	Papilionoidea	693995										
Anaea aidea	Anaea		Charaxinae	Nymphalidae	Papilionoidea	778099										
Danaus gilippus	Danaus		Danainae	Nymphalidae	Papilionoidea	777963										
Danaus plexippus	Danaus		Danainae	Nymphalidae	Papilionoidea	117273										
Danainae	NA		Danainae	Nymphalidae	Papilionoidea	694025										
Agraulis vanillae	Agraulis		Heliconiinae	Nymphalidae	Papilionoidea	777975										
Euptoieta claudia	Euptoieta		Heliconiinae	Nymphalidae	Papilionoidea	777981										
Heliconius charithonia	Heliconius		Heliconiinae	Nymphalidae	Papilionoidea	777979										
Speyeria cybele	Speyeria		Heliconiinae	Nymphalidae	Papilionoidea	777991										
Limenitis	Limenitis		Limenitidinae	Nymphalidae	Papilionoidea	188602										
Limenitis archippus	Limenitis		Limenitidinae	Nymphalidae	Papilionoidea	777969										
Limenitis arthemis astyanax	Limenitis		Limenitidinae	Nymphalidae	Papilionoidea	779032										
Morpho polyphemus	Morpho		Morphinae	Nymphalidae	Papilionoidea	778104										
Nymphalidae	NA		NA	Nymphalidae	Papilionoidea	117276										
Aglais milberti	Aglais		Nymphalinae	Nymphalidae	Papilionoidea	778038										
Chlosyne	Chlosyne		Nymphalinae	Nymphalidae	Papilionoidea	188581										
Chlosyne gorgone	Chlosyne		Nymphalinae	Nymphalidae	Papilionoidea	778071										
Chlosyne harrisii	Chlosyne		Nymphalinae	Nymphalidae	Papilionoidea	188582										
Chlosyne janais	Chlosyne		Nymphalinae	Nymphalidae	Papilionoidea	778060										
Chlosyne lacinia	Chlosyne		Nymphalinae	Nymphalidae	Papilionoidea	778073										
Chlosyne nycteis	Chlosyne		Nymphalinae	Nymphalidae	Papilionoidea	778070										
Euphydryas phaeton	Euphydryas		Nymphalinae	Nymphalidae	Papilionoidea	778057										
Junonia coenia	Junonia		Nymphalinae	Nymphalidae	Papilionoidea	778049										
Nymphalis antiopa	Nymphalis	Nymphalini	Nymphalinae	Nymphalidae	Papilionoidea	188597	N	Y	N	N			Y		https://www.inaturalist.org/taxa/56832-Nymphalis-antiopa	
Nymphalis l-album	Nymphalis		Nymphalinae	Nymphalidae	Papilionoidea	778039										
Polygonia	Polygonia		Nymphalinae	Nymphalidae	Papilionoidea	188587										
Polygonia comma	Polygonia		Nymphalinae	Nymphalidae	Papilionoidea	778042										
Polygonia interrogationis	Polygonia		Nymphalinae	Nymphalidae	Papilionoidea	778041										
Vanessa atalanta	Vanessa		Nymphalinae	Nymphalidae	Papilionoidea	188599										
Vanessa virginiensis	Vanessa		Nymphalinae	Nymphalidae	Papilionoidea	188600										
Lethe appalachia leeuwi	Lethe		Satyrinae	Nymphalidae	Papilionoidea	779474										
Battus philenor	Battus		Papilioninae	Papilionidae	Papilionoidea	777692										
Battus philenor philenor	Battus		Papilioninae	Papilionidae	Papilionoidea	778405										
Eurytides marcellus	Eurytides		Papilioninae	Papilionidae	Papilionoidea	777694										
Papilioninae	NA		Papilioninae	Papilionidae	Papilionoidea	694098										
Papilio	Papilio		Papilioninae	Papilionidae	Papilionoidea	188542										
Papilio brevicauda	Papilio		Papilioninae	Papilionidae	Papilionoidea	188546										
Papilio canadensis	Papilio		Papilioninae	Papilionidae	Papilionoidea	777710										
Papilio cresphontes	Papilio		Papilioninae	Papilionidae	Papilionoidea	777702										
Papilio garamas	Papilio		Papilioninae	Papilionidae	Papilionoidea	777716										
Papilio glaucus	Papilio		Papilioninae	Papilionidae	Papilionoidea	188547										
Papilio polyxenes	Papilio		Papilioninae	Papilionidae	Papilionoidea	188543										
Papilio polyxenes asterius	Papilio		Papilioninae	Papilionidae	Papilionoidea	188545										
Papilio rogeri pharnaces	Papilio		Papilioninae	Papilionidae	Papilionoidea	778439										
Papilio troilus	Papilio		Papilioninae	Papilionidae	Papilionoidea	777719										
Papilio victorinus victorinus	Papilio		Papilioninae	Papilionidae	Papilionoidea	778445										
Pterourus	Papilio		Papilioninae	Papilionidae	Papilionoidea	777637										
Abaeis nicippe	Abaeis		Coliadinae	Pieridae	Papilionoidea	777729										
Phoebis	Phoebis		Coliadinae	Pieridae	Papilionoidea	777530										
Phoebis philea	Phoebis		Coliadinae	Pieridae	Papilionoidea	777753										
Phoebis sennae	Phoebis		Coliadinae	Pieridae	Papilionoidea	777750										
Ascia monuste	Ascia		Pierinae	Pieridae	Papilionoidea	777784										
Pieris rapae	Pieris		Pierinae	Pieridae	Papilionoidea	188541										
Pterophoridae	NA		NA	Pterophoridae	Pterophoroidea	117852										
Pyraustinae	NA		Pyraustinae	Crambidae	Pyraloidea	694115										
Psara obscuralis	Psara		Pyraustinae	Crambidae	Pyraloidea	117807										
Tineoidea	NA		NA	NA	Tineoidea	118724										
Psychidae	NA		NA	Psychidae	Tineoidea	118739										
Tortricidae	NA		NA	Tortricidae	Tortricoidea	117856										
Archips cerasivorana	Archips		Tortricinae	Tortricidae	Tortricoidea	117887										
Tortricinae	NA		Tortricinae	Tortricidae	Tortricoidea	694144										
Adoneta spinuloides	Adoneta		Limacodinae	Limacodidae	Zygaenoidea	117614										
Euclea	Euclea		Limacodinae	Limacodidae	Zygaenoidea	117615										
Euclea delphinii	Euclea		Limacodinae	Limacodidae	Zygaenoidea	117619										
Euclea incisa	Euclea		Limacodinae	Limacodidae	Zygaenoidea	117618										
Parasa chloris	Parasa		Limacodinae	Limacodidae	Zygaenoidea	117622										
Parasa indetermina	Parasa		Limacodinae	Limacodidae	Zygaenoidea	117625										
Phobetron	Phobetron		Limacodinae	Limacodidae	Zygaenoidea	117605										
Phobetron pithecium	Phobetron		Limacodinae	Limacodidae	Zygaenoidea	117606										
Megalopyge	Megalopyge		NA	Megalopygidae	Zygaenoidea	117629										
Megalopygidae	NA		NA	Megalopygidae	Zygaenoidea	117626										
Hemileuca	Hemileuca		Hemileucina													
